"Date","day","day_no","month","month_no","year"
"8/11/2021 0:00","Wed","11","Aug","8","2021"
"8/12/2021 0:00","Thu","12","Aug","8","2021"
"8/13/2021 0:00","Fri","13","Aug","8","2021"
"8/14/2021 0:00","Sat","14","Aug","8","2021"
"8/15/2021 0:00","Sun","15","Aug","8","2021"
"8/16/2021 0:00","Mon","16","Aug","8","2021"
"8/17/2021 0:00","Tue","17","Aug","8","2021"
"8/18/2021 0:00","Wed","18","Aug","8","2021"
"8/19/2021 0:00","Thu","19","Aug","8","2021"
"8/20/2021 0:00","Fri","20","Aug","8","2021"
"8/21/2021 0:00","Sat","21","Aug","8","2021"
"8/22/2021 0:00","Sun","22","Aug","8","2021"
"8/23/2021 0:00","Mon","23","Aug","8","2021"
"8/24/2021 0:00","Tue","24","Aug","8","2021"
"8/25/2021 0:00","Wed","25","Aug","8","2021"
"8/26/2021 0:00","Thu","26","Aug","8","2021"
"8/27/2021 0:00","Fri","27","Aug","8","2021"
"8/28/2021 0:00","Sat","28","Aug","8","2021"
"8/29/2021 0:00","Sun","29","Aug","8","2021"
"8/30/2021 0:00","Mon","30","Aug","8","2021"
"8/31/2021 0:00","Tue","31","Aug","8","2021"
"9/1/2021 0:00","Wed","1","Sep","9","2021"
"9/2/2021 0:00","Thu","2","Sep","9","2021"
"9/3/2021 0:00","Fri","3","Sep","9","2021"
"9/4/2021 0:00","Sat","4","Sep","9","2021"
"9/5/2021 0:00","Sun","5","Sep","9","2021"
"9/6/2021 0:00","Mon","6","Sep","9","2021"
"9/7/2021 0:00","Tue","7","Sep","9","2021"
"9/8/2021 0:00","Wed","8","Sep","9","2021"
"9/9/2021 0:00","Thu","9","Sep","9","2021"
"9/10/2021 0:00","Fri","10","Sep","9","2021"
"9/11/2021 0:00","Sat","11","Sep","9","2021"
"9/12/2021 0:00","Sun","12","Sep","9","2021"
"9/13/2021 0:00","Mon","13","Sep","9","2021"
"9/14/2021 0:00","Tue","14","Sep","9","2021"
"9/15/2021 0:00","Wed","15","Sep","9","2021"
"9/16/2021 0:00","Thu","16","Sep","9","2021"
"9/17/2021 0:00","Fri","17","Sep","9","2021"
"9/18/2021 0:00","Sat","18","Sep","9","2021"
"9/19/2021 0:00","Sun","19","Sep","9","2021"
"9/20/2021 0:00","Mon","20","Sep","9","2021"
"9/21/2021 0:00","Tue","21","Sep","9","2021"
"9/22/2021 0:00","Wed","22","Sep","9","2021"
"9/23/2021 0:00","Thu","23","Sep","9","2021"
"9/24/2021 0:00","Fri","24","Sep","9","2021"
"9/25/2021 0:00","Sat","25","Sep","9","2021"
"9/26/2021 0:00","Sun","26","Sep","9","2021"
"9/27/2021 0:00","Mon","27","Sep","9","2021"
"9/28/2021 0:00","Tue","28","Sep","9","2021"
"9/29/2021 0:00","Wed","29","Sep","9","2021"
"9/30/2021 0:00","Thu","30","Sep","9","2021"
"10/1/2021 0:00","Fri","1","Oct","10","2021"
"10/2/2021 0:00","Sat","2","Oct","10","2021"
"10/3/2021 0:00","Sun","3","Oct","10","2021"
"10/4/2021 0:00","Mon","4","Oct","10","2021"
"10/5/2021 0:00","Tue","5","Oct","10","2021"
"10/6/2021 0:00","Wed","6","Oct","10","2021"
"10/7/2021 0:00","Thu","7","Oct","10","2021"
"10/8/2021 0:00","Fri","8","Oct","10","2021"
"10/9/2021 0:00","Sat","9","Oct","10","2021"
"10/10/2021 0:00","Sun","10","Oct","10","2021"
"10/11/2021 0:00","Mon","11","Oct","10","2021"
"10/12/2021 0:00","Tue","12","Oct","10","2021"
"10/13/2021 0:00","Wed","13","Oct","10","2021"
"10/14/2021 0:00","Thu","14","Oct","10","2021"
"10/15/2021 0:00","Fri","15","Oct","10","2021"
"10/16/2021 0:00","Sat","16","Oct","10","2021"
"10/17/2021 0:00","Sun","17","Oct","10","2021"
"10/18/2021 0:00","Mon","18","Oct","10","2021"
"10/19/2021 0:00","Tue","19","Oct","10","2021"
"10/20/2021 0:00","Wed","20","Oct","10","2021"
"10/21/2021 0:00","Thu","21","Oct","10","2021"
"10/22/2021 0:00","Fri","22","Oct","10","2021"
"10/23/2021 0:00","Sat","23","Oct","10","2021"
"10/24/2021 0:00","Sun","24","Oct","10","2021"
"10/25/2021 0:00","Mon","25","Oct","10","2021"
"10/26/2021 0:00","Tue","26","Oct","10","2021"
"10/27/2021 0:00","Wed","27","Oct","10","2021"
"10/28/2021 0:00","Thu","28","Oct","10","2021"
"10/29/2021 0:00","Fri","29","Oct","10","2021"
"10/30/2021 0:00","Sat","30","Oct","10","2021"
"10/31/2021 0:00","Sun","31","Oct","10","2021"
"11/1/2021 0:00","Mon","1","Nov","11","2021"
"11/2/2021 0:00","Tue","2","Nov","11","2021"
"11/3/2021 0:00","Wed","3","Nov","11","2021"
"11/4/2021 0:00","Thu","4","Nov","11","2021"
"11/5/2021 0:00","Fri","5","Nov","11","2021"
"11/6/2021 0:00","Sat","6","Nov","11","2021"
"11/7/2021 0:00","Sun","7","Nov","11","2021"
"11/8/2021 0:00","Mon","8","Nov","11","2021"
"11/9/2021 0:00","Tue","9","Nov","11","2021"
"11/10/2021 0:00","Wed","10","Nov","11","2021"
"11/11/2021 0:00","Thu","11","Nov","11","2021"
"11/12/2021 0:00","Fri","12","Nov","11","2021"
"11/13/2021 0:00","Sat","13","Nov","11","2021"
"11/14/2021 0:00","Sun","14","Nov","11","2021"
"11/15/2021 0:00","Mon","15","Nov","11","2021"
"11/16/2021 0:00","Tue","16","Nov","11","2021"
"11/17/2021 0:00","Wed","17","Nov","11","2021"
"11/18/2021 0:00","Thu","18","Nov","11","2021"
"11/19/2021 0:00","Fri","19","Nov","11","2021"
"11/20/2021 0:00","Sat","20","Nov","11","2021"
"11/21/2021 0:00","Sun","21","Nov","11","2021"
"11/22/2021 0:00","Mon","22","Nov","11","2021"
"11/23/2021 0:00","Tue","23","Nov","11","2021"
"11/24/2021 0:00","Wed","24","Nov","11","2021"
"11/25/2021 0:00","Thu","25","Nov","11","2021"
"11/26/2021 0:00","Fri","26","Nov","11","2021"
"11/27/2021 0:00","Sat","27","Nov","11","2021"
"11/28/2021 0:00","Sun","28","Nov","11","2021"
"11/29/2021 0:00","Mon","29","Nov","11","2021"
"11/30/2021 0:00","Tue","30","Nov","11","2021"
"12/1/2021 0:00","Wed","1","Dec","12","2021"
"12/2/2021 0:00","Thu","2","Dec","12","2021"
"12/3/2021 0:00","Fri","3","Dec","12","2021"
"12/4/2021 0:00","Sat","4","Dec","12","2021"
"12/5/2021 0:00","Sun","5","Dec","12","2021"
"12/6/2021 0:00","Mon","6","Dec","12","2021"
"12/7/2021 0:00","Tue","7","Dec","12","2021"
"12/8/2021 0:00","Wed","8","Dec","12","2021"
"12/9/2021 0:00","Thu","9","Dec","12","2021"
"12/10/2021 0:00","Fri","10","Dec","12","2021"
"12/11/2021 0:00","Sat","11","Dec","12","2021"
"12/12/2021 0:00","Sun","12","Dec","12","2021"
"12/13/2021 0:00","Mon","13","Dec","12","2021"
"12/14/2021 0:00","Tue","14","Dec","12","2021"
"12/15/2021 0:00","Wed","15","Dec","12","2021"
"12/16/2021 0:00","Thu","16","Dec","12","2021"
"12/17/2021 0:00","Fri","17","Dec","12","2021"
"12/18/2021 0:00","Sat","18","Dec","12","2021"
"12/19/2021 0:00","Sun","19","Dec","12","2021"
"12/20/2021 0:00","Mon","20","Dec","12","2021"
"12/21/2021 0:00","Tue","21","Dec","12","2021"
"12/22/2021 0:00","Wed","22","Dec","12","2021"
"12/23/2021 0:00","Thu","23","Dec","12","2021"
"12/24/2021 0:00","Fri","24","Dec","12","2021"
"12/25/2021 0:00","Sat","25","Dec","12","2021"
"12/26/2021 0:00","Sun","26","Dec","12","2021"
"12/27/2021 0:00","Mon","27","Dec","12","2021"
"12/28/2021 0:00","Tue","28","Dec","12","2021"
"12/29/2021 0:00","Wed","29","Dec","12","2021"
"12/30/2021 0:00","Thu","30","Dec","12","2021"
"12/31/2021 0:00","Fri","31","Dec","12","2021"
